tipo,lat,lng
Novo mobiliário,-25.42695728,-49.26096618,
Novo mobiliário,-25.38263887,-49.25108411,
Novo mobiliário,-25.51621019,-49.2753503,
Plataforma,-25.43585738,-49.30734351,
Novo mobiliário,-25.39952185,-49.25750288,
Novo mobiliário,-25.50051387,-49.25212408,
Chapéu chinês,-25.43639908,-49.26186416,
Sem demarcação,-25.62152732,-49.34864134,
Chapéu chinês,-25.45436632,-49.2711658,
Chapéu chinês,-25.46722466,-49.20004598,
Sem demarcação,-25.36977415,-49.24847345,
Especial Madrugueiro,-25.46776888,-49.29320946,
Placa em cano,-25.42231709,-49.25351411,
Chapéu chinês,-25.47430622,-49.21831873,
Placa em cano,-25.55146238,-49.27420098,
Novo mobiliário,-25.4701543,-49.3184428,
Novo mobiliário,-25.44591861,-49.34722478,
Novo mobiliário,-25.41304857,-49.20776937,
Novo mobiliário,-25.53196153,-49.24181586,
Sem demarcação,-25.38328487,-49.20035068,
Novo mobiliário,-25.53351,-49.23856,
Chapéu chinês,-25.55073717,-49.32777643,
Novo mobiliário,-25.47595156,-49.24008727,
Sem demarcação,-25.48720241,-49.34700107,
Placa em poste,-25.39867051,-49.27357465,
Chapéu chinês,-25.54679239,-49.33617827,
Novo mobiliário,-25.39447238,-49.2894967,
Chapéu chinês,-25.42117515,-49.36113003,
Novo mobiliário,-25.49237585,-49.21426568,
Sem demarcação,-25.41802366,-49.34180563,
Chapéu chinês,-25.54422505,-49.34226707,
Novo mobiliário,-25.5127849,-49.27675598,
Chapéu chinês,-25.46269511,-49.31545469,
Plataforma,-25.43622407,-49.30751355,
Sem demarcação,-25.48973653,-49.28021181,
Domus,-25.42711544,-49.33555659,
Novo mobiliário,-25.42961547,-49.28965574,
Novo mobiliário,-25.43257223,-49.27263993,
Chapéu chinês,-25.53941734,-49.28084543,
Novo mobiliário,-25.47508731,-49.30168889,
Placa em cano,-25.4399963,-49.27248135,
Placa em cano,-25.47508942,-49.34947958,
Chapéu chinês,-25.50677127,-49.24737892,
Sem demarcação,-25.55502238,-49.25264972,
Sem demarcação,-25.470461,-49.31192527,
Chapéu chinês,-25.42778484,-49.29681682,
Plataforma,-25.49177663,-49.29325673,
Chapéu chinês,-25.57242866,-49.26143769,
Chapéu chinês,-25.43090003,-49.33354458,
Novo mobiliário,-25.44433574,-49.29126385,
Novo mobiliário,-25.4269412,-49.27915874,
Placa em cano,-25.45198542,-49.1989384,
Chapéu chinês,-25.46596264,-49.29993945,
Chapéu chinês,-25.38628355,-49.36280909,
Domus,-25.5006059,-49.28406936,
Sem demarcação,-25.49058182,-49.34867787,
Domus,-25.42737,-49.21474,
Chapéu chinês,-25.38113,-49.22222,
Sem demarcação,-25.53203814,-49.33468974,
Chapéu chinês,-25.37956362,-49.23393172,
Chapéu chinês,-25.58967212,-49.33929953,
Novo mobiliário,-25.51104695,-49.33187249,
Chapéu chinês,-25.39475954,-49.30342221,
Domus,-25.62288407,-49.34856623,
Sem demarcação,-25.58175289,-49.27519205,
Novo mobiliário,-25.47515,-49.30127,
Chapéu chinês,-25.39389821,-49.21563268,
Novo mobiliário,-25.4011042,-49.33369506,
Novo mobiliário,-25.41126907,-49.24749105,
Chapéu chinês,-25.39840968,-49.29325456,
Novo mobiliário,-25.44345506,-49.26293945,
Placa em poste,-25.42701062,-49.33586586,
Chapéu chinês,-25.44874748,-49.33256517,
Domus,-25.60314098,-49.32583484,
Sem demarcação,-25.3800186,-49.27993828,
Novo mobiliário,-25.45533841,-49.26820909,
Novo mobiliário,-25.4736169,-49.2878505,
Novo mobiliário,-25.41063556,-49.27162533,
Chapéu chinês,-25.47145031,-49.331066,
Novo mobiliário,-25.4583531,-49.23911165,
Plataforma,-25.5117819,-49.32478816,
Chapéu chinês,-25.52889548,-49.25989659,
Sem demarcação,-25.37887309,-49.32778703,
Chapéu chinês,-25.39020805,-49.28902657,
Novo mobiliário,-25.4484931,-49.25825937,
Domus,-25.57265488,-49.33762851,
Sem demarcação,-25.53211075,-49.3390604,
Novo mobiliário,-25.4114932,-49.22488052,
Placa em poste,-25.54377734,-49.32909876,
Chapéu chinês,-25.41123639,-49.33315593,
Novo mobiliário,-25.48961579,-49.33280188,
Plataforma,-25.5125479,-49.29513484,
Novo mobiliário,-25.46450969,-49.27776706,
Domus,-25.54300167,-49.26262828,
Sem demarcação,-25.36647863,-49.32721673,
Plataforma,-25.43609327,-49.30717694,
Sem demarcação,-25.4364947,-49.21044148,
Domus,-25.47478665,-49.27674639,
Novo mobiliário,-25.47066773,-49.29084006,
Novo mobiliário,-25.53372062,-49.28669639,
Sem demarcação,-25.56330334,-49.28306836,
Novo mobiliário,-25.42822323,-49.2723992,
Sem demarcação,-25.41272636,-49.29643458,
Novo mobiliário,-25.46045213,-49.22388799,
Novo mobiliário,-25.42788289,-49.28488019,
Chapéu chinês,-25.4217531,-49.32995347,
Chapéu chinês,-25.45692365,-49.24169663,
Plataforma,-25.44153277,-49.34683166,
Chapéu chinês,-25.49424975,-49.31500902,
Plataforma,-25.41303,-49.20538,
Chapéu chinês,-25.47328435,-49.28110096,
Estação tubo,-25.44362575,-49.26570537,
Chapéu chinês,-25.44017938,-49.35560774,
Novo mobiliário,-25.41060164,-49.34639666,
Sem demarcação,-25.36627975,-49.25027287,
Chapéu chinês,-25.50851637,-49.21774621,
Domus,-25.52752836,-49.27178028,
Especial Madrugueiro,-25.44818404,-49.28783432,
Placa em cano,-25.51731227,-49.27319939,
Domus,-25.54445,-49.28311,
Novo mobiliário,-25.47303,-49.23483,
Chapéu chinês,-25.45782912,-49.21905703,
Estação tubo,-25.44298822,-49.28046941,
Domus,-25.44884429,-49.22910366,
Placa em cano,-25.53610039,-49.24641391,
Novo mobiliário,-25.39307319,-49.26953527,
Domus,-25.53055329,-49.28601703,
Sem demarcação,-25.5558987,-49.31711331,
Chapéu chinês,-25.4409821,-49.26648198,
Chapéu chinês,-25.42710618,-49.32117248,
Especial Madrugueiro,-25.46473824,-49.29124609,
Novo mobiliário,-25.49232501,-49.33390024,
Novo mobiliário,-25.42968875,-49.27264932,
Placa em poste,-25.49416796,-49.31180957,
Chapéu chinês,-25.45777121,-49.37363583,
Placa em poste,-25.39272179,-49.33234456,
Sem demarcação,-25.38517614,-49.27458319,
Placa em cano,-25.54435502,-49.2414326,
Sem demarcação,-25.54495844,-49.28751546,
Chapéu chinês,-25.39934089,-49.36538369,
Novo mobiliário,-25.41377639,-49.26624732,
Chapéu chinês,-25.49458264,-49.31006303,
Sem demarcação,-25.46484264,-49.27385363,
Novo mobiliário,-25.46964,-49.31667,
Chapéu chinês,-25.52266472,-49.2611743,
Sem demarcação,-25.39523315,-49.26456691,
Novo mobiliário,-25.43941647,-49.29237563,
Novo mobiliário,-25.4042806,-49.3355498,
Novo mobiliário,-25.43013931,-49.27163276,
Novo mobiliário,-25.4286096,-49.2711151,
Estação tubo,-25.52805868,-49.29149625,
Placa em poste,-25.59881091,-49.2616117,
Domus,-25.5252249,-49.33023268,
Placa em poste,-25.57079299,-49.3251756,
Chapéu chinês,-25.38080819,-49.27628103,
Plataforma,-25.49178647,-49.2930888,
Novo mobiliário,-25.40335943,-49.24517414,
Chapéu chinês,-25.56021,-49.29438,
Domus,-25.37828598,-49.23598804,
Placa em cano,-25.57732312,-49.33236736,
Chapéu chinês,-25.58603,-49.33481,
Chapéu chinês,-25.4589095,-49.30296767,
Estação tubo,-25.4353978,-49.26084004,
Chapéu chinês,-25.58767442,-49.32472645,
Novo mobiliário,-25.435805,-49.21476054,
Plataforma,-25.51672262,-49.23056787,
Novo mobiliário,-25.5247807,-49.24674402,
Placa em poste,-25.37168079,-49.32069719,
Sem demarcação,-25.38591,-49.26049,
Domus,-25.46951,-49.35415,
Placa em cano,-25.40305688,-49.26327232,
Estação tubo,-25.44816115,-49.25806683,
Novo mobiliário,-25.46966884,-49.21959378,
Novo mobiliário,-25.49719,-49.21615,
Placa em cano,-25.42468047,-49.28685564,
Chapéu chinês,-25.48368024,-49.31372064,
Sem demarcação,-25.41439515,-49.35344831,
Especial Madrugueiro,-25.43564487,-49.26069975,
Novo mobiliário,-25.45378747,-49.34890385,
Chapéu chinês,-25.42222167,-49.26266077,
Chapéu chinês,-25.46123928,-49.34378619,
Sem demarcação,-25.53332209,-49.33412514,
Placa em poste,-25.38274501,-49.29366859,
Domus,-25.46550733,-49.28473328,
Chapéu chinês,-25.37544681,-49.31874511,
Domus,-25.55673197,-49.25509187,
Chapéu chinês,-25.55235338,-49.24763708,
Novo mobiliário,-25.47232852,-49.26462654,
Novo mobiliário,-25.41709728,-49.34481105,
Chapéu chinês,-25.38031,-49.29981,
Chapéu chinês,-25.49663395,-49.33500459,
Chapéu chinês,-25.39791584,-49.21704042,
Novo mobiliário,-25.45057969,-49.26169953,
Novo mobiliário,-25.45899022,-49.30234108,
Plataforma,-25.4761629,-49.29292127,
Chapéu chinês,-25.40783002,-49.20857269,
Chapéu chinês,-25.44657826,-49.22171116,
Placa em cano,-25.36636919,-49.27246559,
Chapéu chinês,-25.38310299,-49.33470445,
Novo mobiliário,-25.41937273,-49.2870716,
Placa em cano,-25.46486,-49.19895,
Chapéu chinês,-25.41926,-49.21082,
Novo mobiliário,-25.38212525,-49.21886164,
Novo mobiliário,-25.41053175,-49.23596595,
Sem demarcação,-25.56446205,-49.33022261,
Sem demarcação,-25.56770551,-49.3223235,
Domus,-25.43626457,-49.20484878,
Chapéu chinês,-25.39655062,-49.20222475,
Novo mobiliário,-25.40725,-49.2517,
Chapéu chinês,-25.5698042,-49.32336207,
Chapéu chinês,-25.51555142,-49.23521051,
Domus,-25.47581382,-49.26452223,
Chapéu chinês,-25.38408,-49.22633,
Novo mobiliário,-25.43376709,-49.20916023,
Estação tubo,-25.45547051,-49.26754402,
Sem demarcação,-25.41850363,-49.3580589,
Chapéu chinês,-25.40595351,-49.34305014,
Sem demarcação,-25.47563666,-49.34570571,
Novo mobiliário,-25.42664989,-49.23786911,
Novo mobiliário,-25.39421688,-49.34906814,
Domus,-25.52909911,-49.32661659,
Sem demarcação,-25.37221038,-49.20631725,
Novo mobiliário,-25.52545376,-49.25014965,
Estação tubo,-25.5269447,-49.23727808,
Novo mobiliário,-25.46348368,-49.27624487,
Chapéu chinês,-25.46127011,-49.33427316,
Novo mobiliário,-25.45083757,-49.22625058,
Sem demarcação,-25.35129798,-49.23108011,
Especial Madrugueiro,-25.44969533,-49.35375094,
Sem demarcação,-25.39398519,-49.30154178,
Novo mobiliário,-25.49245,-49.21531,
Novo mobiliário,-25.42935205,-49.26294375,
Chapéu chinês,-25.51935813,-49.29882366,
Novo mobiliário,-25.47430453,-49.23167134,
Sem demarcação,-25.45128139,-49.24140829,
Novo mobiliário,-25.41588238,-49.28219605,
Novo mobiliário,-25.51279847,-49.26223682,
Domus,-25.52666573,-49.32872904,
Chapéu chinês,-25.3923596,-49.34818167,
Chapéu chinês,-25.54678,-49.26235,
Novo mobiliário,-25.46569021,-49.30941436,
Chapéu chinês,-25.40077223,-49.31241307,
Chapéu chinês,-25.53957096,-49.32011855,
Novo mobiliário,-25.38170203,-49.23573724,
Domus,-25.52982433,-49.33584609,
Novo mobiliário,-25.418018,-49.29074487,
Chapéu chinês,-25.38852183,-49.20352684,
Domus,-25.45860415,-49.3215912,
Novo mobiliário,-25.42672014,-49.26415879,
Novo mobiliário,-25.4906,-49.22223,
Chapéu chinês,-25.48328436,-49.23642475,
Placa em poste,-25.52073187,-49.29538338,
Placa em cano,-25.44992689,-49.21066481,
Placa em cano,-25.52474471,-49.25655463,
Chapéu chinês,-25.55097602,-49.2544563,
Novo mobiliário,-25.41663286,-49.26065314,
Chapéu chinês,-25.49748421,-49.34536401,
Placa em cano,-25.43658574,-49.2147073,
Especial Madrugueiro,-25.53127476,-49.25549492,
Novo mobiliário,-25.45578306,-49.34810321,
Sem demarcação,-25.36333215,-49.22891322,
Chapéu chinês,-25.46856544,-49.32558259,
Chapéu chinês,-25.36642393,-49.22378458,
Chapéu chinês,-25.40965436,-49.26295716,
Novo mobiliário,-25.43153,-49.21102,
Chapéu chinês,-25.46042176,-49.30429858,
Estação tubo,-25.43759667,-49.32438243,
Sem demarcação,-25.36637122,-49.26673414,
Sem demarcação,-25.42029456,-49.23869792,
Placa em poste,-25.44239037,-49.26845703,
Sem demarcação,-25.37761,-49.18863,
Domus,-25.36413217,-49.2421231,
Novo mobiliário,-25.46943274,-49.21947442,
Chapéu chinês,-25.47138,-49.20001,
Novo mobiliário,-25.45001156,-49.20578085,
Novo mobiliário,-25.52652535,-49.2528688,
Chapéu chinês,-25.48532278,-49.20741364,
Novo mobiliário,-25.47049031,-49.28399636,
Novo mobiliário,-25.50946176,-49.2781084,
Novo mobiliário,-25.4000228,-49.25658723,
Placa em cano,-25.44586135,-49.25829649,
Chapéu chinês,-25.37613963,-49.25500776,
Chapéu chinês,-25.49413717,-49.30897405,
Chapéu chinês,-25.56310222,-49.33073759,
Domus,-25.3987697,-49.21154189,
Domus,-25.54379,-49.24617,
Placa em poste,-25.42961208,-49.34123639,
Domus,-25.56251118,-49.31538162,
Chapéu chinês,-25.46315227,-49.35340114,
Novo mobiliário,-25.39999814,-49.27138332,
Especial Madrugueiro,-25.4360845,-49.27479208,
Novo mobiliário,-25.43531809,-49.27346221,
Plataforma,-25.37741824,-49.2622707,
Chapéu chinês,-25.43263615,-49.29530691,
Chapéu chinês,-25.49581395,-49.20861452,
Domus,-25.42837,-49.33711245,
Novo mobiliário,-25.43155999,-49.21215478,
Domus,-25.43518244,-49.20616869,
Novo mobiliário,-25.37462333,-49.26325012,
Novo mobiliário,-25.42251236,-49.22741521,
Plataforma,-25.3772034,-49.2243679,
Domus,-25.4120686,-49.30305293,
Sem demarcação,-25.39608019,-49.20839566,
Estação tubo,-25.53453054,-49.28262048,
Chapéu chinês,-25.47616608,-49.33111026,
Novo mobiliário,-25.39153938,-49.35225058,
Chapéu chinês,-25.38305031,-49.20108805,
Domus,-25.552576,-49.33544335,
Plataforma,-25.47737789,-49.32681061,
Chapéu chinês,-25.43754229,-49.21867116,
Plataforma,-25.51152441,-49.32472924,
Novo mobiliário,-25.41202994,-49.25456184,
Chapéu chinês,-25.40518426,-49.35156481,
Chapéu chinês,-25.4642343,-49.20281099,
Chapéu chinês,-25.50382567,-49.28782178,
Placa em cano,-25.44390677,-49.35521141,
Chapéu chinês,-25.46070902,-49.33338359,
Novo mobiliário,-25.44775368,-49.26595554,
Chapéu chinês,-25.49729005,-49.2284105,
Placa em cano,-25.42630712,-49.27468243,
Placa em poste,-25.47094,-49.23684074,
Novo mobiliário,-25.45502979,-49.23395175,
Chapéu chinês,-25.40365908,-49.35934322,
Novo mobiliário,-25.51063484,-49.2611605,
Novo mobiliário,-25.41999,-49.23958,
Novo mobiliário,-25.45675339,-49.30246475,
Chapéu chinês,-25.51530153,-49.22334061,
Plataforma,-25.51305012,-49.2949974,
Domus,-25.53601,-49.27008,
Domus,-25.5383721,-49.27199564,
Domus,-25.42715133,-49.35872141,
Novo mobiliário,-25.45135106,-49.35081358,
Placa em poste,-25.55977031,-49.31612492,
Chapéu chinês,-25.51375568,-49.33557394,
Chapéu chinês,-25.41912943,-49.26606315,
Chapéu chinês,-25.55819847,-49.29698816,
Placa em poste,-25.47578065,-49.37581378,
Sem demarcação,-25.47689086,-49.3755697,
Sem demarcação,-25.48668102,-49.28007367,
Novo mobiliário,-25.44457189,-49.24917463,
Placa em cano,-25.40454469,-49.32491887,
Chapéu chinês,-25.50773659,-49.33449435,
Novo mobiliário,-25.52770045,-49.25265889,
Chapéu chinês,-25.39251588,-49.30336804,
Chapéu chinês,-25.37982369,-49.19049758,
Chapéu chinês,-25.4811948,-49.23786777,
Novo mobiliário,-25.41901304,-49.23327583,
Chapéu chinês,-25.41746502,-49.34417847,
Especial Madrugueiro,-25.42386262,-49.26822066,
Sem demarcação,-25.44276475,-49.23208452,
Placa em poste,-25.41687338,-49.20948487,
Domus,-25.55710768,-49.2822181,
Chapéu chinês,-25.37399819,-49.27436972,
Sem demarcação,-25.46000413,-49.23122394,
Placa em poste,-25.52351725,-49.31750483,
Chapéu chinês,-25.37180665,-49.20750089,
Chapéu chinês,-25.47542,-49.20156,
Novo mobiliário,-25.41332112,-49.21682182,
Sem demarcação,-25.59552623,-49.32315531,
Novo mobiliário,-25.41851284,-49.29342245,
Novo mobiliário,-25.51163035,-49.32822429,
Domus,-25.53174338,-49.3290044,
Placa em cano,-25.38624716,-49.27758687,
Chapéu chinês,-25.5594173,-49.26948163,
Chapéu chinês,-25.39057977,-49.34540244,
Sem demarcação,-25.42993929,-49.23531431,
Estação tubo,-25.43249623,-49.26544807,
Placa em cano,-25.4634393,-49.29563585,
Novo mobiliário,-25.39886057,-49.27156766,
Novo mobiliário,-25.56869053,-49.28353775,
Novo mobiliário,-25.40691363,-49.28278222,
Placa em poste,-25.39803312,-49.28061838,
Domus,-25.51834003,-49.28248465,
Novo mobiliário,-25.45555,-49.27243,
Placa em poste,-25.50558859,-49.30104139,
Chapéu chinês,-25.47858234,-49.27286092,
Chapéu chinês,-25.48750257,-49.34887191,
Domus,-25.4942328,-49.30882787,
Placa em poste,-25.40347965,-49.26895501,
Plataforma,-25.40123135,-49.32987513,
Plataforma,-25.51202519,-49.29502437,
Chapéu chinês,-25.38789878,-49.28989159,
Chapéu chinês,-25.5577184,-49.24792583,
Chapéu chinês,-25.50325605,-49.22613402,
Novo mobiliário,-25.4010363,-49.33440538,
Novo mobiliário,-25.41239938,-49.26210598,
Estação tubo,-25.49664034,-49.27637118,
Domus,-25.45407,-49.20905,
Placa em poste,-25.45639661,-49.27812531,
Novo mobiliário,-25.42435447,-49.2592195,
Novo mobiliário,-25.42938855,-49.2618427,
Novo mobiliário,-25.39357217,-49.25931712,
Chapéu chinês,-25.51774484,-49.32464662,
Chapéu chinês,-25.45989273,-49.22886896,
Placa em cano,-25.46032801,-49.25996147,
Novo mobiliário,-25.43673266,-49.27399597,
Plataforma,-25.47739673,-49.32665962,
Chapéu chinês,-25.5041647,-49.33478671,
Novo mobiliário,-25.41392881,-49.27970318,
Novo mobiliário,-25.47764391,-49.33259803,
Domus,-25.5193896,-49.324884,
Domus,-25.5550058,-49.3190901,
Placa em poste,-25.37341837,-49.25238791,
Sem demarcação,-25.47023785,-49.30813747,
Chapéu chinês,-25.40130722,-49.21818875,
Plataforma,-25.50089958,-49.23787153,
Novo mobiliário,-25.50283688,-49.31413867,
Chapéu chinês,-25.49157931,-49.34903193,
Plataforma,-25.37766057,-49.26239677,
Chapéu chinês,-25.47395792,-49.22592457,
Domus,-25.39861948,-49.21029198,
Chapéu chinês,-25.51168,-49.22139,
Chapéu chinês,-25.37546465,-49.30700842,
Novo mobiliário,-25.43370977,-49.25116482,
Novo mobiliário,-25.48052531,-49.31499335,
Chapéu chinês,-25.49779,-49.20932,
Chapéu chinês,-25.41801155,-49.33993391,
Novo mobiliário,-25.39706387,-49.33477419,
Novo mobiliário,-25.50024652,-49.31194731,
Novo mobiliário,-25.49598656,-49.21223491,
Novo mobiliário,-25.50723,-49.32196,
Novo mobiliário,-25.51275596,-49.33033519,
Chapéu chinês,-25.45335503,-49.36830226,
Chapéu chinês,-25.5744622,-49.277311,
Chapéu chinês,-25.45447636,-49.3529399,
Chapéu chinês,-25.46096618,-49.33426512,
Plataforma,-25.46889126,-49.20821755,
Chapéu chinês,-25.45048,-49.22618,
Novo mobiliário,-25.38073549,-49.27256416,
Chapéu chinês,-25.36078284,-49.24516788,
Novo mobiliário,-25.38775411,-49.28296181,
Placa em poste,-25.45687885,-49.24309674,
Placa em cano,-25.53151,-49.30956,
Domus,-25.50260279,-49.34113195,
Sem demarcação,-25.51835818,-49.28874224,
Placa em poste,-25.43673,-49.34088,
Placa em poste,-25.35088334,-49.26941122,
Chapéu chinês,-25.37113875,-49.26304969,
Chapéu chinês,-25.35562143,-49.24874063,
Estação tubo,-25.43657079,-49.3285251,
Placa em cano,-25.44369725,-49.22809339,
Placa em poste,-25.53488726,-49.28920794,
Especial Madrugueiro,-25.38860591,-49.23608243,
Placa em cano,-25.47921552,-49.26918898,
Domus,-25.444502,-49.3112028,
Chapéu chinês,-25.49049162,-49.31107122,
Novo mobiliário,-25.48170569,-49.34410873,
Novo mobiliário,-25.39274487,-49.3507995,
Chapéu chinês,-25.3778056,-49.3337469,
Plataforma,-25.49190011,-49.29323796,
Chapéu chinês,-25.53110391,-49.27588901,
